path,transcript,duration,transcript_pred,pred_strings_with_ctc,pred_strings_with_lm
06e236d96e7a65d953a3659a364414e5.wav,salah satu yang harap dia mintak terpijak dan dia orang tapi jahat tahi kucinglah,4.323,salah satu yah harap daorang tak terpijat dan dia orang tak terpijat kucinglah,salah satu ya harap daorang tak terpijat dan dia orang tak terpijat kucinglah,sas salah sa tu nyang ha rap ada orang tak ater pi jak adan adia orang sentak ater epin jah kt ateria ku n e chi ng lah anan
2cdc6b6ee20bce9429ca65e8f7f07e41.wav,yang akan memberikan petunjuk kepada sesiapa yang dikehendakinya,5.496,yang akan memberikan petunjuk kepada sesiapa yang dikehenda,yang akan memberikan petunjuk kepada sesiapa yang dikehenda,a a a a ayang mang g kan mem beri kan meper tu n ju rak keke e eke epa adah sese sia a aparan anyang anadi ker heng darni
a97f4bbd1f43929f7cfda89bd7a4a3bf.wav,belajar di sekolah mana dia belajar di al azhar selama tempoh tahun yang tertentu dan dia rasa di sesuai untuk ambil,6.506,pelajar ni setelah mana dia belajar di al azhar selama tempoh tahun yang tertentu dan dia rasa di sesuai untuk ambil,pelajar ni setelah mana dia belajar di al azhar selama tempoh tahun yang tertentu dan dia rasa di sesuai untuk ambil,aea aea aea e epe lan jar inia seya te lah mana dia belan jar dia ala ad z hara kasela ma tem po h tahun nyang ter ten tunk eae aedan dia erak sah adia sesuai un tuk am bi lenini
5d2b3490807f2689e6679f5519e05489.wav,umpama melentur strategi utama yang pertama ini adalah usaha untuk membina,6.93,umpama melentur srateji utama yang pertama ini adalah usaha untuk membina,umpama melentur srateji utama yang pertama ini adalah usaha untuk membina,neme e ese este kru m pan marn mer len tur arg smsms ses sestera ter gik pu ta manan ayang per ta ma i nina sese ese a da la h akaku sahah pun tuk mem bia nar rhan
2e8f2257c2e8ccbe7a135a14b90b9fac.wav,tapi kesedaran dia yang suruh pecahkan lagi,4.076,tapi pesedaran dia yang suruh pecahkan lagi,tapi pesedaran dia yang suruh pecahkan lagi,sembat teta pik ekers eser da ran dadi anh ayang sese ese ese etes sun ruh per cah akan lelang gih eae
d6dc6d7d6539273a32b12e93a7c7fb65.wav,tempat bismillah pembuka bicara ucapan alu aluan saya mulakan,5.013,lafabismilah pemuka bicara ucapan alu aluan saya mulakan,lafabismilah pemuka bicara ucapan alu aluan saya mulakan,seasa aea aea ldalam fhad bi sh mil lah ape muk kan bin can rah kme makak akhun cam pan makhal luha ahal lu an sesa yan emu lah kangn
a910403c12e0ddf7ed55e6eb913a2704.wav,semua iaitu komuniti sarikata ambulans sukarelawan yang kurang ajar ini memang sangat,6.683,semua iaitu komuniti sari kata aumpulan suka relawan yang suran ajar tadi memang sangat,semua iaitu komuniti sari kata aumpulan suka relawan yang suran ajar tadi memang sangat,ta se mu anh aepma piang in tuk eko mu ni tis seshan ris ekar tarn ahan ku m pu lan sun kar rena lah wa an senses sekenyang esu rang ahar ja arg petang dink me mang sangat n
63cb28ee4378b94b403b1bc365c89d5d.wav,aku dan juga berpengalaman dalam bidang kata katanya dan mempunyai pengalaman yang sangat luas,6.894,akudadan juga berpengalaman dalam bidang tata katanya da mempunyai pengalaman yang sangat luas,akudadan juga berpengalaman dalam bidang tata katanya daa mempunyai pengalaman yang sangat luas,kelang kun dang dang jur ga l lhl aber penga la man dalam bin dang ketikak tark kar tan nyah pese etes sedan lanan nang mesme e eae e e e e mem punya in penga la man yang sesangat lua sesk
b699321a08ea2ce6c7e090f6c1dbfca9.wav,itu yang sayang ketiga tiga orang ini untuk tampil ke hadapan,5.922,itu yang saya kiti pilik ketiga tiga orang ini untuk tampil kehadapan,itu yang saya kiti pilik ketiga tiga orang ini untuk tampil kehadapan,saka ahah hanglah i tu yang sa yanh aker tik pil liak kekek e keh tig ga tigak orang i nina pun tuk eta m pi al ken ha da pa ane neata anatahan
d7160e029abd1e6a30805715de69033d.wav,sebab apa tu tuan surau kita ni tak utama yang seorang ni bukan semua hak sihat tak mai,6.586,sebab apa tentuan suranu kita ni tak utama nyang surahu ni bukan semua hak sihat hakmai,sebab apa tentuan suranu kita ni tak utama nyang surahu ni bukan semua hak sihat hakmain,kaka eae aese sese bab a pan tean tukan ases ese sur ranu eki tan inia etak hu tan man nyang asu rahu inia ese ebu kan ese mua ahat asik ha t dahak ake marine enea
e4dd2757ed5e1472761383d072076e2a.wav,dan ini berlaku pada penutup belum sempat habiskan satu lingkaran mengelilingi matahari,6.727,dan ini berlaku pada pelutu belum sempat habiskan satu lingkaran mengelilingi mata hari,dan ini berlaku pada pelutu belum sempat habiskan satu lingkaran mengelilingi mata hari,bauan tial se sadang i nia berlaga ku epa da epernon t tur eber lum ese m mpat kaha bis s kan sa tu eling ka ran sese e mengen lil l li ngin man ntan har rins
8f2a983bf1c78d748f93d2d151336b5d.wav,menyaksikan orang kaya ini telah laksanakan tahu,5.321,menyaksikan form psikologi kepimpinan ini telah laksanakan tahu,menyaksikan form psikologi kepimpinan ini telah laksanakan atahu,dyang me nyak sik ka an sese eae ala fho rum psi kolo gik ke pim pi ngan di nina sese adha terlah lelak sana kan deda aha tahunun
6eadd124564c989b889a1be6248a90e5.wav,kerana mereka akan ketinggalan zaman jadi apa lagi cepat gara gara si pendek lah sekarang,5.184,kerana mereka akan ketiga lang zama jadi aptas lagi sebagai derasi enasidika,kerana mereka akan ketiga lang zama jadi aptas lagi sebagai derasi enasidika,aea akana anana a keranan mere ka a kan ken tin ga lang za man aja di apatah la gi sel ba ga i degenerat siah skm agena ral sin diak elah sekenyang
3201e6266832fe9b52cb2b431fa89f12.wav,baby ada geli saya kena pergi check dia dua orang lelaki,5.68,dklis ada gelis ca asa pergi sis dia dua orang lelaki,d klis ada gelis ca asa pergi sis dia dua orang lelaki,mamahan a ha taden manhan hah ha dia ake li se stan ada ger lis cang rak sak ktk kang per gin sini si panat tnt ntn adian adua orang ele lah kinh fepat
d9442a1a20796c8c7cbd1dcf8b13fabe.wav,zubillah himinashsyaitan nirrajim,4.417,audubillahi minasaiponirrajim,arudu billahi minasaiponirrajim,sasa asa asahan run h tuh bil l l a n n ghin mi nany siya yir phar rln ni ru rad jhin m m m m ime nana
cb8265d683d0f47f8d4a37a520747d30.wav,macam habis limit dah tapi ada satu,4.245,macam habis limit dah tapi ada satu,macam habis limit dah tapi ada satu,akasa ae eae ma cam aka hab abis eli mit dah tete teta apik kea da sesat tu r ahah kahahana anana
d3c2afed837f65aae5610968735cc481.wav,ketentuan subhanallah allah masalah nasional muhammad maka sampai,6.506,saitun tuan subhanallah alah ma salih alasina muhammad maka sampai,saitun tuan subhanallah allah ma salih ala sina muhammad maka sampai,sasa asas sasari tuan tukan su b ha nal lah h h sal lahu mah salalah al lah asin nam mu ham mad sese e ese emar kan hnh emese eae eae eae eae eae esam a pa ie ninin
6a57f9a8e616ed9f8e7a5ea84dd841b1.wav,kau nak rasa kerja kau nak rasa orang kata apa kehidupan masyarakat tu macam,6.156,kau nak rasa kalcar kau nak rasa orang kata pun kehidupan masya rakat tu macam,kau nak rasa kalcar kau nak rasa orang kata pun kehidupan masya rakat tu macam,ska akau nak rah sak ek al li a echar re akau nak arah s sahr rara korang ka ta apun kekes ease aker hin du apan man syah rang g ka t itu ha ma ca m anataea
e01dc8605adf1f61d36f60674f40f7e1.wav,lagi kadang kadang bila kita berhadapan dengan kamera tu kita dapat,5.081,satu lagi kadang kadang bila kita berhadapan dengan kamera tu kita neves,satu lagi kadang kadang bila kita berhadapan dengan kamera tu kita neves,sadin sa tuk lag gi ka dang ka dang sesesama amam mbi bia ala kir ta berha da pan dengan kan me ran itu ki ta ner ver sesesama ananana
3d670e8b57b853aba93c1f402933f16d.wav,bagi para pelajar pula mereka akan duduk di meja,4.593,bagi para pelajar pula merekat akan duduk di meja,bagi para pelajar pula merekat akan duduk di meja,kasese eae ea e e e bahagi n e enek ese e ek epa ran pela jar epul lan mereng kat akan du du k adia meyn jar r kaeatasn
fa8143a360f56e84a9ef9af121925ebb.wav,kita ada dak pun wakil hah dan kita ada kutu pun sihat yang dikitar muktamad,5.323,kita ada dak bun wailhah dan kita ada kuturun siha yang ni kita mutamat,kita ada dak bun wailhah dan kita ada kuturun siha yang ni kita muktamat,aea aea eki tab a dah adak abu ne mawat i l ahal h anandan aki tab a da akun tung rung asih halah anayang ni ki tab amuk atah mata nananana
b60cc5d0072c8404b4a772a507996fc1.wav,di kawasan kosong di klia tahu akses internet tak ada masalah memang kuat dapat broadband kereta api,6.767,di kawasan kawasan dikl ni kita tahu ases internet tak ada masalah akses memang kuat dapat brodben tetapi,di kawasan kawasan dikl ni kita tahu akses internet tak ada masalah akses emang kuat dapat brodben tetapi,s satal lalalala a a dirai ka wa san kawa san di kat al ni ki tak tahun phak ses in ternet tetak ada ma sal lah papapa k ses men mang ku at t eae da pat kebra d beant tete ta pi eae ean
222e950438a05850615558a59d239136.wav,dan adab alim bersama dengan para muridnya pada rangkap yang ke 64,5.922,dan adab alim bersama dengan para muridnya pada rangkap yang ke64,dan adab alim bersama dengan para muridnya pada rangkap yang ke 64,sendang kerha dab pmai lime meme ember sa ma dengan epa ran mu ri d nyang kekek e e e e ek kepa dan hnh erang ka p nyang aker enam 0 em pat gnana anan
be74ea5dada557f43194f16f7e3cb02d.wav,kembali ke sekolah mereka akan dapat nak belajar dalam keadaan yang selamat dan ini memerlukan kita membaca,5.915,eka kembali ke sekolah mereka akan dapat dan belajar dalam keadaan yang selamat dan ini memerlukan kita me,eka kembali ke sekolah mereka akan dapat dan belajar dalam keadaan yang selamat dan ini memerlukan kita m,mre kan ke mbah lin aken se ko lah merek ka a kan da mpa t dyang berlan jar dalam kera da an yang sela ma t senese e e e edan i nina memerluk kan eki ta arar amemune ta
a7a83c39b93311a39eef59ddb6a22209.wav,ni ayat nak bagi mudah faham lah kalau nak cari hak ayat dia yang sebenar dirujuk musnad imam,5.809,ni ayat nak bagi mudah fahamlah kalau nak cari ak ayat dia yang sebenar pirujuk musnat imam,ni ayat nak bagi mudah fahamlah kalau nak cari ak ayat dia yang sebenar pirujuk musnat imam,aea aea a inia kak ya t enak bag gi mu dah fa ha mg lelah kaka aea ae keka lau nak eca rik ihak apay ya t adia yang ese be nar kentia rud juk emu s nat ndi mangn
e236e117111566bc720cacdf41e20163.wav,dah makan tadi hasad dengki wujud juga tipudaya bukan akhlak orang yang kenal tuhannya,6.12,daanatdi hasad tengki ujub juga tipu daya bukan akhlak orang yang kenal tuhannya,daana tdi hasad tengki ujub juga tipu daya bukan akhlak orang yang kenal tuhannya,seasa aske dak mang nan ta dis ahat shad peteng g kina arun ju bg unjur gal ati pu dak ayar aese sese bu kan kha kh lak a apo o orang nanyang eke nal iatu hang nyahga
7f47a73c8d37df9f2bb71f54371cdb9f.wav,lepaslah cuba cinta dalam perkahwinan lama tak jumpa tapi satu,7.857,lepaslah oh tu bercinta dalam perkahwinan lagigi betak le,lepaslah oh tu bercinta dalam perkahwinan lagigi betak le,mak le pa s lelah h hoh oh ituk ber ci n tar dah lam per kahwi nan elang agigi n yanh abaran tak elem bar u saya se lum bert team pans tin kang namn mama ana atan tak pining perasn ting k ahanam mamantun
b5d9a17b664ef48f6214ffb5a7da27c2.wav,proses proses proses yang penting soalan unit soalan,4.363,proses ini proses proseskan penting solan yuni soalan,proses ini proses proseskan penting solan yuni soalan,pe prong sese ptpt stati nik pros ses prok ses kang pern ting dah sts shalan yu ni are sesha alander atatana
d011e0242e247b7f4e43e10004c90534.wav,bukan tak dengar rendang white berturut turut,5.685,bekaitan dengan rendeng a berturut turut,bekaitan dengan rendeng we berturut turut,kek keber kai tan dengan arend daing meme aea aea ea ampm e ese se e eae sks sekba wate pkps e e estst e e es s e ema ber tu rut setu rute kinikan
bd5b3fa8370a44ad716d23271bd6f575.wav,dan yang terakhir apa yang rasulullah sebut water dahulu nurjannatul bisa,6.834,dan yang terakhir apa yang rasulullah sebut watadaqulunal jannatabi,dan yang terakhir apa yang rasulullah sebut watada qulunal jannatabi,aea aea a a a a aea adang ayang eater ak khi r a apah yang merah sulah sese but pmsa amasa a a asas kawat t ah adak khul luw w ena la a jhang ien art t ah birs salni
7375f311930f90f8dda16587011f18f5.wav,sedikit penurunan pada bulan keceriaan bulan ke bulan,5.79,sedikit penurunan pada bulan tapi dari segi bulan kembulan tu,sedikit penurunan pada bulan  tapi dari segi bulan kembulan tu,sa a a a a as se di kit penuru nan kepa da bu lan kant tete e et t teta pi adari ser gia anm m m e e e e e embun lan ekem bul lan ituk kak
e6d98fd1696bdc665324847b82a9dd71.wav,cemburu dengan kehidupan aku yang masih single aku dapat driver sana sini kita ni,6.758,cemburu dengan kehidupan aku yang masih singgal aku dapat travel sana sini kita ni,cemburu dengan kehidupan aku yang masih singgal aku dapat travel sana sini kita ni,asae ecem bur ruh dengan eke hid du apan a kun ayang masih shing gal lal aku da pat thray vel sana isi ni e e e aea sese eae eae e kir e tar ini a a a a aea
d9fe42462c70d6d8fc2f2b0b999b3444.wav,lebih ketat daripada yang disarankan oleh kerajaan,4.647,lebih ketak daripada yang disarankan oleh kerajaan,lebih ketak daripada yang disarankan oleh kerajaan,aea a kelem bih ker tarak kakada ri pa dark kea nanyang nenen nanana a a a adin sya rang kan koleh kera ja ang nanananana
bfa7288569ec47b238c82c9afbd54adb.wav,jadi menurut ifan mengatakan bahawa kepimpinan ialah dan ada segi,6.619,jadi menurut even mengatakan bawa kepimpinan ialah dan ada sini,jadi menurut even  mengatakan bawa kepimpinan ialah dan ada sini,kpik e e e e e e e ja dia menu rut dende vent estst sktsa dulah me eme mengan tak kan bawar ke ke pim pi nan idia lah eae a a e aea adana ka dan sin niai
ae16894c2fb42351183d666756482ed7.wav,dia boleh memerhati setiap bahagian apabila dia memerhati setiap bahagian,6.332,dia boleh memerhati setiap bahagian ni apabila dia memerhati setiap bahagian ni,dia boleh memerhati setiap bahagian ni apabila dia memerhati setiap bahagian ni,aea aea adian bo leh eme mer han tin se tiap ba hag gian inia sese eas skata pa bi alah aea di a ah hk ae me mer han tin se tiap aba hag gian inia ienan
d70a53d957f22b9a13d0b2063e4f3a13.wav,jadi kesimpulannya warna pink ni dia wujud samalah seperti kewujudan,5.038,jari kesimbulannya warna pink ni dia wujud samalah seperti kebujudan,jari kesimbulannya warna pink ni dia wujud samalah seperti kebujudan,tak a a se jan rih ke sim bul lan nyan awar nan peping inia idia awu n ju d esah ma lah sem per ti eke bur jur dangen
9c3dcf745bd5b7c0828aa5f15db4ac2e.wav,bertemu beliau dengan seorang lelaki itu lelaki tua ni bila tengok saya nak buh bakar tu,5.935,bertemu beliau dengan seorang lelaki tu laki tua ni bila tengok saya nak ber bakar us,bertemu beliau dengan seorang lelaki tu laki tua ni bila tengok saya nak ber bakar us,aea aea eber ter mua be liau dengan sekorang leh la ki ituk pks e e e e e eae e eae elke lah kis tu an inia abi la tengok saya nak abura bag ka ri ksts saeter ruse keteta aea
ab01ce208b20e17a2579753593e2e113.wav,kamu pergi sampai di satu tepi pantai kamu akan bertemu dengan dia di atas batu besar,5.878,kamu pergi sampai disatu tepi pantai kamu akan bertemu dengan dia di atas batu besar,kamu pergi sampai disatu tepi pantai kamu akan bertemu dengan dia di atas batu besar,kea ae eka mu pergi na sam pai dia sa tu ter pi pan ta ik kekek aea eae eae eka mu a kan ber te mua dengan dia dia a ta s eba tu bersara nanananana
55263a95558157ef962b014907cc585d.wav,agak agak nak yang pertama ke yang kedua ke yang ketiga,4.068,agak agak nak yang pertama ke yang kedua ke yang ketiga,agak agak nak yang pertama ke yang kedua ke yang ketiga,aea aea aea ae agak agak enak ayang emper tan man aken ayang eke duah aken ayang eke tig gahn
1886373181d6ce614f7853de37f4d7b1.wav,janganlah kamu membeli minyak orang orang yang lemah agar kamu tidak menjadi sebahagian daripada sejahat jahat orang orang yang kuat,9.09,janganlah kamu menzalimi orang orang yang lemah agar kamu tidak menjadi sebahagian daripada sejahat jahat orang orang yang kuat,janganlah kamu menzalimi orang orang yang lemah agar kamu tidak menjadi sebahagian daripada sejahat jahat orang orang yang kuat,aea aea aea jangan lah akan mun meng zal li min eko rang kpo rang eyang ele mah amae aeman gar ka mun ti dak men ja di se bahangian da ri epa danh sese eser ja hat anja hat kapo rang kpo rang ayang eku at nanananana aea
35c8756f5449d21da8b4ab1bf18d9776.wav,lambang negara malaysia telah bermula sejak beberapa tahun yang lalu,4.843,mbank negara malaysia telah bermula sejak beberapa tahun yang lalu,mban negara malaysia telah bermula sejak beberapa tahun yang lalu,megam ebank ne ga ra ma lay a siaha ese eter lah aber mu lan sern jak aber ber ra pa eta ahu an eyang melah luhan
d433bcf84306150ea0eac4154cc5b2cb.wav,nikmatnya bagian bagian bagian,4.052,nikmatnya begian begian begian,nikmatnya begian begian begian,aea ae enik ema t nyan hah sese eber gi an eme ber gi ang eber gi ang iaea iaiai
c242a2cd743ec7585de1eb9dec8a8dc0.wav,talian di rumah agar tidak berapa hah okey terima,6.068,atalian di rumah agak tidak berapa okeye,atalian di rumah agak tidak berapa okeye,shak tan li an din ru ma ah khang ga ak alah ti dak lah bera pa a a a ahah sts sasa astha bak sts eae aea ats setlah ok key serima kangi
4193e484b4834d814bd487713cb99829.wav,hakiki pensyarah pensyarah kita kalau kita rujuk kepada apa tu job spesification pensyarah pensyarah,6.96,hakiki pensyarah pensyarah kita kalau kita rujuk kepada apa tu job spesifikation pensyarah pensyarah,hakiki pensyarah pensyarah kita kalau kita rujuk kepada apa tu job spesifikation pensyarah pensyarah,aea akak khak k i i kir epen sya rah pen sya rah aki tanh keka lau ki ta run juk eke pa da ah ese e eae akaka pa i tula unen job ps pes si fi kayi tione stenta peng syarah peng sya rah ndian
14703e047a7adbb6af2eef08f4759ea0.wav,di mana akan mati pukul berapa bentuk mati lagu mana beriman ke tak,5.827,di mana akan mati pukul berapa bentuk mati lagu mana beriman ke tak,di mana akan mati pukul berapa bentuk mati lagu mana beriman ke tak,nanae adia mak anah ag kan emak t tink e pun g k u l bera apah eben tetu k memar t tink ela agu ma nanh aea eke aber kind mang kakeh etak apan
651a1ef8da0fea9bd994e53bf3a4c0b9.wav,sebagai inisiatif untuk menyokong kempen nak galakkan anak menabung,4.64,sebagai inisiatif untuk menyokong kampen galakkan menabung,sebagai inisiatif untuk menyokong kampen galakkan menabung,sas eser bagai kaini sia teti f kepun tuk menyorok g kong e kha m e ep ieng dar gan lak kan dak emer nam mbu ng hahan
4bf169fe7d94b1889300dc5fbe6f4af2.wav,kepada gadis gadis kat luar sana aku minta maaf sebab aku langsung tak tahu menahu kalau nak bincang pasal fesyen perempuan,5.481,kepada gadiskadi skat luar sana aku mintamaa sebab aku langsung tak tahu menahu kalau nak bincang pasal fetion perempuan,kepada gadiskadi skat luar sana aku mintamaa sebab aku langsung tak tahu menahu kalau nak bincang pasal fetion perempuan,kae ekeke pa da gan dis s kan dis se kat luar sa nanana a ku min ta mak hah se bab a ku lang sung tak ta hu mena hun ka lau nak abin cang pa sal fec tione perem puan ekan
a49f917474753eb578911bfb9b34280d.wav,laju daripada kelajuan cahaya dan bintang ini dianggarkan berlaku pada 14 bilion tahun lepas,6.866,j daripada kelajuan cahaa danbidanni dia dianggarkan berlaku pada 41 bilion tahun lepas,aj daripada kelajuan cahaya dan bidan dia dianggarkan berlaku pada 41 bilion tahun lepas,slan juru da ri pa da ke lan ju wang nen can ha iyan s dedang abik a daing ning dian adia ahang ga r kan ember lang kun epa dak 10mp 40 1010 se ea bil li one eta hu ne elem mpas
400b5d9a4252460a33c18696de21cce6.wav,ada kata warna dia oren oren adakah tu warna dia kelabu ada kata warna ni kata kata kata,5.468,ada kata warna dia orin orin ada kata warna di kelabu ada kata warna ni kaza kata kata,ada kata warna dia orin orin ada kata warna di kelabu ada kata warna ni kaza kata kata,aea aea a a a aea apa dak ka tan awar nah dia hor riang khor reine emeka dak ka ta war nar dia aker lam buh a da ka tan war na ni kan zal ka tan ka tang
dbf94c1fac32db110d39c0edecf9dabc.wav,ada wajah pada hari itu riang gembira,4.702,ada wajah pada hari itu riyang gembira,ada wajah pada hari itu riyang gembira,aea aea a a a a a a aea apa adan awat ja h kepa adan ha rin khin tu oering ya ng eneng age m a bir rah anan
b87c0ccc97b4a613d265b9989041a1c1.wav,kena memang banyak jadi raja haji fisabilillah itu merupakan,3.744,kena memang banyak jadi raja haji besa bililah itu merupakan,kena memang banyak jadi raja haji besa bililah itu merupakan,sju gat kan na mem mem mem e keranan me mang banyak ja dia arar jah ha jib bersal bi lil lah itu rha meru pa kanantan
5c156c5c53886785e199794f7237f9a1.wav,kata lah kita kata di kampung kita ni ada satu orang yang soleh satu orang yang soleh,6.806,katalah kita kata di kampung kita ni ada satu orang yang soleh satu orang yang soleh,katalah kita kata di kampung kita ni ada satu orang yang soleh satu orang yang soleh,eae a aea aese kekan tak ala h kaki ta kar tan adia kam apung ki ta inia a da sa atu orang nyang sol leih sese ese e e e e eae e e s e e sesa tu o rang ayang solek h hanana
a25d644253548ed31ef37545a6f26e9c.wav,dia kata aku akan bertanyakan kepada muhammad 3 bentuk soalan,5.718,dia kata aku akan bertanyakan kepada muhammad tiga bentuk soalan,dia kata aku akan bertanyakan kepada muhammad tiga bentuk soalan,kak e dia kar tan rnk aese kekang g akunk apang kan eber tanya akan eke epa da mu ham mad st tig garh eben tetu k sesok al lang naean
cbe11f6f8c0641764c8da7d720126874.wav,713 macam mana nak lepas berlengu batas pada diri,6.4,713 macam mana nak lepas berlengu batas pada diri,713 macam mana nak lepas berlengu batas pada diri,sesue 10 70 sesa 10 eti g garh sese e e e e e a a a a a a a a a e e ma cam ma na enak ele epa s ember le ngurak eme ba ta s epa da dia rin nanie ikeike
e7912d55d90e374b2b9f526014133f99.wav,mereka yang menentang para nabi pastinya bergembira atau wanita,6.203,mereka yang menentang para nabi ini pastinya bergembira atau menyesal,mereka yang menentang para nabi ini pastinya bergembira atau menyesal,aea ae mereng g kahn ayang eme nen etang kepa aran enam abik inia sepan s etin nyan ember gem mbir ranh kan tau menyeksa alangan aea aea
d2fbdd703b674fb2ca7dda61f8d8127a.wav,dan jumlah yg ramai begitu juga dengan mama mama,5.905,dam jumlah yang ramai begitujuat dengan makmal yakey makmaldalam makmal tu,dam jumlah yang ramai begitujuat dengan makmal ya key makmal dalam makmal tu,tan s sadaham n jum lah yang ra mai sts eber gi tu nju at dengan sese semak mahala smstsp nyang opto okey semak ama lg leh dme e s s dah lam mak mal itu hahn
1547fb85f4e5c1d51e9ba2cb76b31299.wav,kita ada usia 18,4.117,kita ada usia14,kita ada usia14,aea a aea aea aea eki tab a dah arahah aea apus s siah lah 1010 pe 0 sis se eshkat atatana
1b512a333eb01457d77756a0c2e2c93d.wav,16 yang paling muda lah kalau macam tu baru ni ada orang dm saya,6.805,6 yang paling mudalah kalau macam tu baru ni ada orang dm saya,6 yang paling mudalah kalau macam tu baru ni ada orang dm saya,sea aea aea a aspe 601 10 se sayang epa ling mu dah lah ka lau ma cam tuh smea a a a a a a a a a a a a a a a e eban ruh nia a danh orang adia kame sa yah rh heia aiea aea aea
12ca51fa18529969880d4fff331d07c2.wav,malulah dia tengok timbalan sudah,4.131,aluala dio tengok timbalan sudah,aluala dio tengok timbalan sudah,mang luh wah lah adiake poroh ete ngo ok eti mbah lan sesesama aea a a apse sun dah khnkng akaka akahana
d5a9811efcf3adc558b194a2485cdc52.wav,untuk orang yang baru lahir tahun lepas geografis ani kau orang kena sambung perkataan lasak badan korang dan perkataan sate yang digunakan adalah goreng,7.509,untuk kau orang yang baru lahir tahun lepas gam gorang pisar ni kau orang kena sambung perkataan las opedan kau orang dan perkataan sati yang digunakan adalah gourangp,untuk kau orang yang baru lahir tahun lepas gam gorang pisar ni kau orang kena sambung perkataan las opedan kau orang dan perkataan sati yang digunakan adalah gourangp,aeka un tuk akau orang yang ba rul ela hir tahun le epa s agam go rang pin sarg ni kau orang kerna esam bung pereka ta an delas s t cop per dang akau orang dadan perka ta an shat ting yang di gu na kan ada la ah aka gou arang pis a
8b5a72b82c9879b4884e187086508c5d.wav,saya amat percaya program program psikologi ini selaras apa ni ustaz kata tadi,6.194,saya amat percaya program program psikologik ini saras pawana ustaz kata tadi,saya amat percaya program program psikologik ini aras apawana ustaz kata tadi,nyak a asa sesa ya ham mat perca yanh pease apakata adang eae e ese e epron gram program psiko logik inia sana la ras se sastha pa warnai us ta z kara tang ta adike
e7ab7ee1de0630df1835d39293bb9c73.wav,pada bulan jun 2020 meningkat sebanyak 88 peratus berbanding jun,6.853,pada bulan 722 meningkat sebanyak 88 peratus berbanding jua,pada bulan 722 meningkat sebanyak 8 8 peratus berbanding jup,kitak epa da bualan naju ung 20 0 20 peme eme e e mening ka t sese banyak dla epa an per pula han 1a 8 an peran tus se smsm msm tdiak ames e e ber ban ding diuju rih panga
88a8847a7350d61fa7b08412789b4b4a.wav,wahai tanafas filipina daripada saidina abu qotadah radhiallahu an,6.141,walaita nafas filina daripada saidina abu katadah radiallahuan,walaita nafas filina daripada saidina abu katadah radiallahuan,aea aea aea a e vv
feca0ceebc541422fc255c77196d2879.wav,nanti kita akan bersama sama dia sebelum kita the statement kedua kita tengok 1 promo,6.516,nanti kita akan bersama sama dia sebelum kita kesetment kedua kita tengok satu promo,nanti kita akan bersama sama dia sebelum kita kesetmen kedua kita tengok satu promo,aha aha nan ti ki ta akan ber sama sama adiah sese belu m kir eta a ara asasan phar ker sect ment ke du anh kesesaka ekin tar tengok sesa tuwu pepro mowe han
b36e5c34d55ea717fd961fdf6e3110b9.wav,membodohi lagu bank in happy ending,6.387,aku banggas api nding jadi,a aku banggas api nding jadi,asask a borhan lah mak lang athen kit tian tse dandang ser bart duh psa din nih a ku bang gais ham pik hend ding sese heah h a a ah e e aea e e jan dihai
c7d258e178e1efe1870dc9ad78abdd9a.wav,jadi satu hari bila dia masuk dalam hutan ni berbeza hatta di kijang,5.979,jadi satu hari bila dia masuk dalam hutan ni berbeza tadi kijang,jadi satu hari bila dia masuk dalam hutan ni berbeza tadi kijang,sea sese e ja di sa tu ha rina abil lah dia emak su k da lam kehut ta an emese ea e a aea eae inia ber ben zah hak ta di ekin ja ng nenana anan
31fdd03d7eefff7aef29072a7e1e68cb.wav,dunia yang kita lawat ini tempat mana paling hebat ada salji nya apa semua,6.95,dunia yang kita lawati tempat mana paling hebat ada saljinya apa semua,dunia yang kita lawati tempat mana paling hebat ada saljinya apa semua,sea aea aea aea a eae du ni anh ayang eki tan elah wart t in inia seasa aea setem epa t ema nah epa ling ehe bat kapan dan shala a jin r inya a apan se muah ananan
e3a8194133e82bda1f66d618a856207f.wav,satu lagi ucapan tahniah daripada shah yati wan tahniah semua guru,6.245,satu lagi ucapan tahnia daripada syayati wan tahniah semua guru memang,satu lagi ucapan tahnia daripada syayati wan tahniah semua guru memang,kan sa tu lag gi e aea aea ahama pepe eae e eae epe khun cam pan eta h ni yarg eh estes sedari pa dara sya yat tik wang eta h ni yah se mua agu ru p memang
05c9840a5da6bb0a211619d955393ea1.wav,tak pernahlah tiap tiap tahun orang tapi haji ni tiba tiba kau ni tapi,4.148,tak pernahlah tip tiap tahun orang tak pi haji ni tiba tiba tahu ni tak,tak pernahlah tiap tiap tahun orang tak pi haji ni tiba tiba tahu ni tak,kene eatak perna h alah setahap tiap atahun orang tak aping han jik inih sese eae eae eti ba ti bak atahu inia tak aperi
