path,transcript,duration,transcript_pred,pred_strings_with_ctc,pred_strings_with_lm
146ef28480ece4232c7dcfe22acfbab2.wav,500 ke 100 m ehsan nak ke dalam zon berjalan kaki tu dalam,6.605,519ke dalam zon berjalan kaki tu dalam,5 109 kea dalam zon berjalan kaki tu dalam,banan 50 90an 0 ke 10 0 semin ter re apastron tus kenman nak anak anker re dari bur kenal lang sese ses e e e e e dan lam meu zone meme ber ja lan kekal akit itu dah lam masau
2e6b4e382887d84021bd6d073788b8c3.wav,dan kalau umatnya tidak beradab makan roti pun ada bagitahu awak,6.417,dan kalau umat tidak berada maka dia saibul ada baginda rasul sallallahu alaihiwa,dan kalau umat tidak berada maka dia saibul ada baginda rasul sallallahu alaihiwa,aea aea aea aea adang kan lau kum mat kati dak ber kan dak akame marg kan adia dang sesesama a a a sesha him bu l han dak apamea a sebah gi nah ras sulu sal lal lahu alaihi wasala
314b0cac715561a113631cf9d4c7cd6d.wav,jamal ada memang geram ah,3.583,aja marah tak memang geram,aja marah tak i memang geram,seasa askan jar mak rah atak akhar rink me mang eger era amg lah hahahahahahahahahahahaha
dae0ed6baf9ac4e661d5f6e39312c7dd.wav,jadi kita ada undang undang kita dokumen dia bukan satu bila kita dapat satu kesan,4.612,jadi kita ada unda mudan kita du kuman dia bukan sati bila kita dah buat satu kesalah,jadi kita ada unda mudan kita du kuman dia bukan sati bila kita dah buat satu ke salah,ma ja dik kse sks eki tak a da mun dak mun dang ki ta hada aku man katata a a a ae adia bu kan sa ti bi la ki ta dah buat sa tu ke sal lahan
769df218e9c46c2d80923e628b098fa2.wav,saya dah semak hadis di luar daripada kamera itu insya allah saya terima saya tidak sebab tulah kepada,6.453,saya adah sama hadis di luar daripada kahirah atu insyallah saya terima saya tu tak apasebabtu luar daripada,saya ada sama hadis di luar daripada kahirah atu insyallah saya terima saya tu tak apasebabtu luar daripada,aea a a a asaya adah sam mat aha dis s sesesama aea adia elu ar adari pada khah hir rah mpm mahang tu in sya alah saya teri mah sesesama aea a a a a a asaya tuh tak apah aese bab tu luar daripadan kn
b574657383cdef4a30271d8879f634b8.wav,kita cakap hanya jatuh dekat fikiran kesadaran kita cuma dapat menyedari fikiran,5.655,kita cakap hanya jatuh dekat fikiran kesedaran kita cuma dapat menyedari fikiran,kita cakap hanya jatuh dekat fikiran kesedaran kita cuma dapat menyedari fikiran,nyin ki ta cang kap ahanya dejan tu h deden kat fik ki rang kesv
d0bef1dfabc62fded7969872cd10bc6c.wav,macam pdm siapa sebenarnya kita,6.901,dm siapa sebenanyam,dm siapa sebenanyam,mimantean mamam mengahwini stan tank tank ken mau siam par dia am esi ap par sebenarnya ng sayah rlh sestola hrh hah henton turk elem pas tu kum min tuman tuhog oleh dia kame mnhn
cd99a5315268ae62a6cead5ffdd6c70d.wav,bahawa ilaha illallah ya rahim maka allah subhanahu wa ta ala akan cabut nikmat itu dan bagi kepada orang lain,9.665,fahawalaha ilarairihim maka allah subanahu wa taala akan cabut nikmat itu dan bagi kepada orang lain,fahawalaha ilarairihim maka allah subanahu wa ta ala akan cabut nikmat itu dan bagi kepada orang lain,aea aea aea aea aea fath ham wal lah h alh akhil lahu ar ari i r inh hi me memar kan al alah asu bhan nahu awat ata hal lah aese eman kan ea cham burut peni ak amata din tuha emese endan ebar agin eke epa da po rang lela inen
0a0cefc5ec34ffe555adc0c295c55d91.wav,nasib baik kau tak angkat abang tu allah selamatkan dia macam ada terlambat bonding terlambat,6.887,pasi bak ku tanak kata abang tu ala selamatkan dia pasipadia terlambat boding terlambat,pasi bak ku tank kata abang tu ala selamatkan dia pasipadia terlambat boding terlambat,sele lepas sik baik aku taknak kau ta abang atuh pmkm mesmes ahal lah selam mat kan dian kesemasa sesesama esele lelele lel lelepar sil apan dia terla m bat sksm mamaea bound ding eter lam bat hanana anan
a926e7a00b10d493ea62aab820674c84.wav,menyebabkan peristiwa tu,2.59,menyebabkan peristiwa tu,menyebabkan peristiwa tu,menjan inin e e e menye mba b akan peperi ns eti wal ituna hkn
6eca63307078a8e8dd0fbfe8fa753119.wav,cepat siap kalu awal dia buat filem dia fikir habis,6.259,di pasal qolo awal dia buat filem dia fikir habis,di pasal qolo awal dia buat filem dia fikir habis,sa a a a adia pan sal akhal lowa ah wai ile sksa a a a a a a a a a a a a a a a a a a e adia a buat ae fil aele me adia a fik g ki er ha bis senenan atataka
d28a3732e4e5ac06110910c71b599e09.wav,patut pun kita bukan main dah ada lima homestay ni turun,4.872,watu pun kita bukan main dah ada 5m homstar ni tuqarun,watu pun kita bukan main dah ada 5m homstar ni tu qarun,swak tup apun ki tab bu kan ema in dah a da eli mah home se taira re inia stea aea asea sa asas sisi atul akhar runen
284bcf1259ea40f2233799f4b42b0168.wav,dia datang berjumpa dengan baginda nabi sallallahu alaihi salam mengadu kepada baginda nabi sallallahu alaihi wasallam ya rasulallah,7.892,dia jatang berjumpa dengan baginda nabi sallallahu alai sallam mengadu kepada baginda nabi sallallahu alaihi sallam yag rasulullah,dia jatang berjumpa dengan baginda nabi sallallahu alai sallam mengadu kepada baginda nabi sallallahu alaihi sallam yag rasulullah,aea aea aea aea e adia jan tang ber jum apan dengan abara gin dan na bi sal lala hu alai salam menganduh ke pa da barg gin dan na bi salal la hu alaihi salam iyang ra sul lula ah hakana
c0dae0c59efd5cb79586e7b6fd311274.wav,betapa kah tujuan dia adalah untuk hang pisahkan balik,5.047,bertapa keh tujuan dia adalah untuk hang pisahkan balik,bertapa keh tujuan dia adalah untuk hang pisahkan balik,keber etan a park keh ese e eae etuna ju ang dian a da lah pkun tuk aha ang meses eae e eae epi esah akan emba alik keken
c43ecbf6f8e8a9d81b52821db6fbe61f.wav,kawan ramai mestilah syarat dia setelah dia cukup banyak bila dia faizin,5.77,orang ramai mestilah syarat dia setelah dii cukup banyak bila dipa izin,orang ramai mestilah syarat dia setelah dii cukup banyak bila dipa izin,se ekorang ra ma i sese eae aea aea ae e emes si eti lah sya rat adiah saser te lah adia rin sin cu kup banyak abi lan adia epat ins zi angene
46171d1dfde303c39c4015736d5262c1.wav,meredhoi dengan apa yang jadi pada kita maka dia dipanggil sebagai con,6.544,meretoi dengan apa yang jadi pada kita maka dia dipanggil sebagai kanaa,meretoi dengan apa yang jadi pada kita maka dia dipanggil sebagai kana,aea aea aea ae memen rend a tork rinse dengan akan a apal ayang nja dina kepana ekin tar meme amem emak kan adian adia pang gi l sese bagai khoun nak akh kakakan
f00ff362a7684b4e28e7327a1b9ea9cb.wav,murid adalah gambaran gurunya,2.539,murid adalah gambaran gurunya,murid adalah gambaran gurunya,ke a a e emu ri d keka da lah agam aba ran agu run nyah nikaia anan
7e2a937a4162f458136a36cd3468a286.wav,kalau tak sebelum ni kalau nabi sendiri jadi komander tu kita panggil arwah,6.142,kalau wat sebelum ni kalau nabi sendiri jadi komender tu kita panggil al razwah,kalau wat sebelum ni kalau nabi sendiri jadi komender tu kita panggil al razwah,seama a a mha kan lau wat se belum inia ka lau enang abira sendi ria nja dia kom mean eder r ituna eki ta apang gil l kma ahal la arand zu wah kaka aea aea
3267e0433c743f673de8a2f4520af0b6.wav,ekor untuk menyebarkan virus covid 19 bagi,4.676,iko untuk menyebarkan wares covid 12 bagi,iko untuk menyebarkan wares covid 12 bagi,kesik koror paese kepun tuk menyerb e ba ar a ka an seme bhai rir se ec old vir de 1920 10 se sese eae eae bahagi i e eae
4c21993185abf7433746a5d449e7cc2e.wav,anjing duk bagi sakit hati suami kau pi matilah dibunuh allah bagi mak lagi kasar,6.281,anjangan duk bagi sakit hati suami an hari matilah dibunuh allah bagi mua lagi kasar,anjangan duk bagi sakit hati suami an hari matilah dibunuh allah bagi mua lagi kasar,samae asae kahang jangan duk bargi sa kit han tink esu an min hang kamaka asama asas ahari mat til lah adi embun nu h mapal alah aba agi imuhau la gi kat sya rg anan
0ab4554a1eaf3baef2760646305cfce7.wav,boleh saya belaka dah nanti ada orang yang kurang saya pun baik ahli sihir pada pandangan islam,6.978,semua ni bercaya belakadah ati ada orang yang kurang bercaya m baik ahli sihir pada pandaengan isla,semua ni bercaya belakadah ati ada orang yang kurang bercaya baik ahli sihir pada pandaengan isla,aese muak inia berca yan belan kank dah mamam mamas manhan n hang tik han dahu borang anayang mea ku rang epercy yan menanyai banik meme eae saselah lis sik hia r kepa da epen da dengan hin shil lahi
2f7a0f50d5319c8b46a1c94f85b948cf.wav,masih juga setengah kau menunggu,5.949,masih juga semah samalaikum,masih juga semah samalaikum,mnm mbok ku m a aske mak sih jua gah seter mang sesa ma alai ku me tik ti kan tp p a a apma pak key span kum sanlam a ka kan sini se sanlih s tante tha han siyih
d480ad139398a9ad7e9b5ad33839d013.wav,pasti imaniah,1.972,pakit iman dia,pakit iman dia,teme eae epe epak kh a ki tg kti man diah nakatata
30a795c05aa1aab7607a033511cf6c6f.wav,dihalau di jkkk kampung samseng betul jkkk,6.41,di halau di jikikiki kampung samsing betul ciki kki dia,di halau di jiki kiki kampung samsing betul ciki kki dia,a a a a a a a aea adia ahal la u adik an jiak ak ert a kirt a kier eka m a pu ng shame e shing ebe tul l acik kir kirk kier diah aea aea atatana
c9ac0ca863b8c3bd07265222d66698cd.wav,anggap fizikal hang yang sedang lemah ni yang sedang letih yang sedang mengantukkah,5.531,anggap fizikal hang yang sedang lemah ni yang sedang letih yang sedang mengantuk ke,anggap fizikal hang yang sedang lemah ni yang sedang letih yang sedang mengantuk ke,tea aea eak ahang ga ap asks ae fins zi kal l ahang nayang ese dang ele ma h inia anayang se dang lele teti h nyang se dang mengan tuk k akehurst
6b854a80f8ebbc8ecb01247134f83d12.wav,waman yatawakkal kualiti ilmu ali musim apa mati tali leher panjang di kalangan siapa,6.864,wamayatawa kafu alaihilmu alimfimakamati taalinii pjangni karangan siapa,wamayatawa kafu alaihilmu alim fimakamati ta alinii pjan ni karangan siapa,seasa seseka warn mani yah atahu wah akhar f ura hal lain hi le mu hal lin mun sird mar khar am manl tin atak hah li inin hinte siedem pan jang enan tak alih samsas asas s sidia kan rangan sia panh anan
ac9fea7747966503bd8b5502e76e9ebc.wav,kesedaran hidup jalan lagi sampai bank sampai semata mata nak bina kesedaran tu,6.612,tapi kesedaran niduk pus jalan lagi sampai ke sampai nak semata mata nak bina kesedaran tu,tapi kesedaran ni duk pus jalan lagi sampai ke sampai nak semata mata nak bina kesedaran tu,tapi ke se da ran iniu duduk pmp p p epor sye eae eae e jan alan lag gi sam pai keng esam pai nak aese eae eser ma ta ma ta enak aebi nar ke se da ran itu ah aea
b75edb0e2457a8c9365a6fa38148e6fb.wav,tapi daripada kau sibuk menuding jari satu jari dekat orang lain kau kena tengok,4.782,bagin tapi daripada kau sebuk menuding jari satu jari dekat orang lain kau kena tengok,bagin tapi daripada kau sebuk menuding jari satu jari dekat orang lain kau kena tengok,ban gi nia eta apir ra sedari pa da kau seyd bok eme nun ding n jah rin aea sesa tu jah rina de kat orang lain ekau kena tengok tin
4a819edc35ed62e9ef45f6332083e53e.wav,alien yang ada nombor 6d punya ada juga tamadun yang mengguna,6.661,kalau ada elion yang ada n borna liyupanya ada juga tamadun yang mengguna,kalau ada elion yang ada na borna liyupanya ada juga tamadun yang mengguna,baunya kan lau han dak kel alin yo ne yang kpa dak sen ena mg abhor kte na kg m pmp pahor rahm per li ine nyah kandang ru panyang apan da ju ga ar tah mand duang nyang meng gunan
eced7435cdd3851f354bdc149320f089.wav,menerima yang baru sebab kesedaran hang letak dekat sini sahaja,4.294,menerima yang baru sebab kesedaran hang letak dekat sini sahaja,menerima yang baru sebab kesedaran hang letak dekat sini sahaja,aea eae eme ne eri man yang abah arukh ese embab keke se da ran hang ele etak de kat si nina saha jahana
3230f747c9ec8e2284ba1e6d3b661a78.wav,buku teks digital video video pengajaran daripada guru guru pakar,7.319,buku teks digital video video pengajaran daripada guru guru pakar,buku teks digital video video pengajaran daripada guru guru pakar,me ekeke buk kul tekst adin gi etal l lale pkpk kayang aese amaha aha vin deo vin deo r oro empe ngan ja ra an dnata da ri epa nda a agu ru agu ru epak kar r arg knan
3269b57a9b6135f5586e342ed1848a55.wav,tak ada kayu so apa yang aku buat adalah hari dah tak hari tu tinggal lima kilo yang terakhir tu aku tolak basikal aku naik atas,6.128,ntak boleh kayuk su apa yang aku buat adalah hari yang tak lakhir tu tingal 5 kilo yang tak ahir tu aku tulak pun sekaln aku nak atas,ntak boleh kayuk su apa yang aku buat adalah hari yang tak lakhir tu tingal 5 kilo yang tak ahir tu aku tu lak pun sekal aku nak atas,mahang tak boleh kan yu k esu b a pan yang a ku buat ada lah aha ri yang tak lakhim itu tingal 50 ma ekin lok yang tak laki r tuh pse aesa aea a apan ku tua olak pung se kala aku nak a tah has se sanau
087b6216ff9f035eb26875794d2bf571.wav,ayah terlalu dalam dan luar negara dapat pastikan ia memberikan daran dengan,6.349,laya akan lalu dalam elaluan ajaranewa api a memberi kajaran dengan melepas,laya akan lalu dalam elaluan ajaranewa api a memberi kajaran dengan melepas,manin la yah akan la luw ahan dindang dan lam melan lu an pengan ja ran an kun red wart sepah api ere sps sese nes sespan key din yahr rhm mem beri kekan ja ran adengan men le epa se n
e9e8ec5388876d248eba56482ffc6430.wav,tentang dia juga makhluk allah subhanahu wa ta ala,3.758,datang dia juga makhluk allah subhanahu wa taala,datang dia juga makhluk allah subhanahu wa ta ala,manyang nmn nenen dan tang adian ju ga ema khluk al la h asu b han na huh wa ta al lah nanananan
976dfd8f4b22a9bef8114e27392a794c.wav,walaupun sebesar zarah ada sombongnya dengan dengan allah subhanahu wa ta ala,6.997,walaupun sebesar zarrah ada sombongnya dengan dengan allah subhanahu wa taaa,walaupun sebesar zarrah ada sombongnya dengan dengan allah subhanahu wa taaa,a a a a a a a a a a awa lau pu n sese ber sar azar ra h skaea aea akaka dah so m mbo ng kenyan dengan nemea e e e e adengan al lah esu b ha na huh wai atan a lamia iaian
a269c6340f29bdfb8cfb21c458f8d3d9.wav,lelaki saya nak bagi tahu kat tentukan lelaki bila kata lelaki itu adalah beberapa benda dia kena kuasai,6.837,laki saya nak bagi tahu kat tentuan lelaki bila kata lelaki tu adalah beberapa benda di kena kuasai,laki saya nak bagi tahu kat tentuan lelaki bila kata lelaki tu adalah beberapa benda di kena kuasai,selelah kit ses saya nak bagi tahu kat eten tukan lelele e elah g akin na ebi la kan tan ele l lah g kin ituna ese eseka da lah aber bera apan bendar adia kena kua sa kinsi
ccaa4dc81f7723d5f63f7083bdd6271f.wav,dan maka mereka mempelajari dari kedua malaikat itu apa yang dengan sihir itu dapat menceraikan,6.447,dan maka mereka mempelajari dari kedua malaika itu apa yang dengan sihir itu dapat menceraikan,dan maka mereka mempelajari dari kedua malaika itu apa yang dengan sihir itu dapat menceraikan,idi i iada ng semak kan ame ren kan mem pelan jar rin eda ri ke duan mak alai kat i tuk apan a a apah yang aea dengan esin hari i tuha eda mpat men cerai kang stuan
815688016f96f8a8e76279f0ef2408bb.wav,modul cakna diri lelaki ni adalah unit kerana dia berasaskan daripada kajian yang,5.516,modu cakna diri lelaki ini adalah unik kerana dia berasaskan daripada kajian yang,modu cana diri lelaki ini adalah unik kerana dia berasaskan daripada kajian yang,phan emka e emon dul chak anal adia ria le lah a kin inia ka da lah iyu nik kekek eke ran nan dia ber haks sa s akan da ri pa da eka ajian yangn
aa256c89c0695f760f8440064242f564.wav,tapi kalau yang mampu tu ambil jah pejam mata yang ambil okey yang kurang mampu kita,6.454,tapi kalau yang mampu tu ambil ja peja mata a ambil okey yang kurang mampu kita,tapi kalau yang mampu tu ambil ja peja mata a ambil okey yang kurang mampu kita,ieak ete e eteta pin eka lau yang mam apun ituna aham bil l jah paper jam man tar yan ambil la kako keye sesena ayang aku rang emam apun rnk lanh hnh kiri tap kn
7f327f7d825d0c8ad98715e5fa05405d.wav,baca quran,2.41,baca qura,baca qura,k mem a e e e e e e kebak can aqul ra ang nkana ata atatana
dbf540e092ed02b4ca3aec44d9808caf.wav,penting bagi hang butuh hang tahu ilmu ke kesedaran kak yang boleh buang ke naik ke atas lagi,5.665,penting bagi hang untuk hang tahu ilmu ke kesedar angkan yang boleh bawa hang ke naik ket atas lagi,penting bagi hang untuk hang tahu ilmu ke kesedar angkan yang boleh bawa hang ke naik ket atas lagi,se eae epen teting bagi hang pun tuk hang ta hunt ekti l muna akehurst ekeke se darg hang kan yang boleh bawa hang kent e enese ena ik ket ha ta s la gin an
29bd5f8557f4f6356c53259569f29079.wav,juga yang baik adanya jumpa abang apa khabar baik tak hari ini ada ada,4.763,juga yang baik adanya a jumpa ya abang apa kabar baik tak hari ini ada ada,juga yang baik adanya a jumpa ya abang apa kabar baik tak hari ini ada ada,aju gak yang ba ik kahar dak inyiak yang jum pan nyang aham mba ang ka pa kam amba ar aba ik etak ha ri inia sas eae apan adah h a dah hahaha
3a304e4ae9ee3dd628318888f39a1db3.wav,yang kelompok ni tak ada apa dia bacaan bersanad,3.387,yang kelompok ni tak ada apa dia bacaan bersana,yang kelompok ni tak ada apa dia bacaan bersana,aea a aea ayang keke lom por nia tak adak akaka pa diah kemae eba ca an aber sanat nananana
a3ced289b8bb18c1373da7bfd40ae179.wav,sebab kita dapati dalam pkp ni sama seperti cikgu aniza,4.137,sebab kita dapati dalam pkp ini sama seperti cikgu niliza,sebab kita dapati dalam pkp ini sama seperti cikgu niliza,sa aese bab kin tak da par tin dah la m epi kap park inia a alaha hahaha ese sesa man se per tia cik agu menil lis zahi
10d87fdc739d608d02f2b3f8902d9bdc.wav,apa yang kita sayang sangat sangat,6.592,apa yang ktayan k ingatyakanurusan denanu,apa yang kayan k ingatyakanurusan enanu,sasana amak khung seasa ase sesetia pa yang akur tan da mang ma m han yang kan ingat nyah kan jang asdang han ku inga t kaks e eae e akhun rus sang dengan mengan ruk ngiti nene ensenan
2de35afff1fe679646a339263242c6a3.wav,jadi burung ni adalah haiwan ataupun binatang yang bertindak di ruang udara,6.01,jadi burung ni adalah haiwan ataupun binatang yang bertindak diruang udara,jadi burung ni adalah haiwan ataupun binatang yang bertindak diruang udara,eae ae aese e ja din ambun r ru ng inia eka da lah kha i awang ka tau pun mbi na tang nyang ember eti n da k dadi ru ang mempu da rah heia
a6724fbdbd1caf8988d120cd2a3440af.wav,walakinnallaha rakhumla yang kamu tetapi kebanyakan manusia tidak,7.419,walakinna aksarahumla yang lamu tetapi kebanyakkan manusia tidak,walaukinna ak sarahumla yang lamu tetapi kebanyakkan manusia tidak,sea aea aea aea a a aep awal lau aki n nanak ha k ashar r ah huw omg lelah ayang ael ah murung eneste ta apin eke banyak g kan mema nu siah ati da k kanana aea
30dc91ea2991c641bb552f592668fabb.wav,terima kasih kepada siapa yang yang,3.549,terima kasih kepada siapa yang yang,terima kasih kepada siapa yang yang,atata a a a a a a a a terima kat si h tsala hrh ke pa da sia par aya ang anaya nganan
680ede10392b0f0c48c3566976705c55.wav,jemput jemput seben,6.344,jam kitapb bauansa,a jam kitap baunsa,setak h h h halh hrh hlang sa sasa jam kia tak pari kiar birn n neng sasa tme netsu mdsu sts smsm baks syau purani u oyang mtbe marai rur sharh barnit
484fd19b9268296edcc098beb2ba160b.wav,allahuakbar macam mana saya tak sedih,4.368,allahu akban macam mana saya tak sedin,allahu akban macam mana saya tak sedin,aea ahal a ala a a a hun hal kar bana meme emar cam amarn na rh sa yah atak esen diang sendia kangan nanananan
e839060f8210ac944447a14cbb05b766.wav,tidak ada yang layak bersifat dengan elaun,4.7,tidak ada yang layak bersifat dengan ilahun,tidak ada yang layak bersifat dengan ilahun,sasa a a e e eti dak a dah smn a a a a a enayang elah nya k kema ber sim fat adengan dil lah huong ngenaken aiai
a12322c5954998432d2fbd76d46acdd7.wav,bila diminta penjawatan besok jadi apa maknanya dalam,5.41,bila yo minta perjawatan bes jadi apa maknanya dalam segi,bila yo minta perjawatan bes jadi apa maknanya dalam segi,atka a a a a aea abil la iyou min tak per jah wa tan kamea a best oang ata athan ki easa e jan di a pa mak na nyan da lam eser girth iaea ae
9b4498a34592a4bed8a5dd949972caed.wav,tapi hantu betul ada kadangkala dia baguslah,3.955,tapi yang tu betul ada kat adakala dia bagus jugalah,tapi yang tu betul ada kat adakala dia bagus jugalah,sete eta pi yang ituk ben tu l ahan dak akat ada kah lahu adian ara bang gu s ju gap la h henke n shath hanh n
9fc7e2f9fca2543c0e0a1ae07ee84aa0.wav,kemudian bila dia dah tua kata rasulullah dia pun bagi tahu,6.254,kemudian bila dia dah tua kata rasulullah dia pun bagitahu,kemudian bila dia dah tua kata rasulullah dia pun bagi tahu,aea aea a a e e e eke mu dian emese eae ems e e e pebi lah adia adah setu ar aka tan ra sulu lah tea ats ses sediada apun eba gi etah huh hnahthial agenen
73f4e834d7da087cfa2e3eb48a9525ee.wav,status pekerjaan bapa bilangan anak bersekolah ini sangat baik,5.892,statu pekerjaan berapa bilangan anak bersekolah ini sangat in baik,statu pekerjaan berapa bilangan anak bersekolah ini sangat in baik,sese setan tus seper ker jan bera pal rahah meme ese e eae bi la ngan anak ber sekol lah spase kasi nia sangat ting memes ea a a e eban hike kenekatan
b5ccad8f8ac0aa31b7f3e0b00b71f401.wav,kisah kisah ini disertakan juga dengan video gambar,5.089,kisakisa ini disertakan juga dengan video gambar,kisa kisah ini disertakan juga dengan video gambar,asa a amhara ahah hak k ire sah akiat sahi i nin adia sere tarakan jur gal adengan a vin a deo oroh aga m aba a arhan
84366d97ca26b865de629a654e0a6603.wav,mak pula meninggal orang melayu gatal jati macam tu ayah tak ada mak tak ada,6.923,mak pula meninggal orang melayu kata yatim piatu ayah tak ada mak tak ada,mak pula meninggal orang melayu kata yatim piatu ayah tak ada mak tak ada,kesemak apu lak mening gal al sesesama aea asako orang melay yuh kan tang eyat ti me epi an tuha mememahami aea aea asea ya h eatak ada hk kemak atak adakhan
5c8aaf8dc25d8e93f3d2543ba74210f1.wav,sebabnya sebab ina and family jaga maaf ambil batak,6.796,sebab ni sebab ina asamil jaza mzami bala,sebab ni sebab ina asamil jaza mami bala,aea a a a a a a a a aese mba b inia seas se bab mamasa asama asa amasa a asa atin nark ahing shan mile a jhart zar rt aeman hah hins zhan mil eban l arh hahahahahahaha
b66c341449d50d4f1c43671393c5d60c.wav,dan sembuh ketika itu juga kaki beliau,3.788,dan sembuh ketika tu juga kaki bolia,dan sembuh ketika tu juga kaki bolia,aea a adang kekes sem m buah keke ti ka itu ju gak keke aea aea aea aea pekaka kil bo liau keana anana
f880500b9b7c663807220de14d51f47d.wav,orang yang langgar husband itu ada hantar whatsapp aku mesej whatsapp dia tu orang yang langgar dia tuhan,6.282,orang yang langgah sbenda tu ada han tawat step aku besa siwakset itu orang yang langgar dia tuhan,orang yang langgah as benda tu ada han tawat step aku besa siwakset itu orang yang langgar dia tuhan,tak ko rang yang lang ga h han sur benda i tuha aha da hang tah wat s terpe pasamai e a a a a mha ku ber sala syia wak shet dia turk kako rang yang lang gar dia tua hangi
06755d33f39fecf81c82d1f890725de1.wav,ramai orang terjemah yang saya tengok aku tu pun sihat yang baca kitab yang sahih,4.355,ramai orang terjemah yang saya tengok akutubun sihani maksudnya kitab yang sahi,ramai orang terjemah yang saya tengok akutubun sihani maksudnya kitab yang sahi,akaka kerah mail o rang ater je mah sman nyang saya tengok aku tum bung si hat nia maksudnya ki tab anyang eshah hi hi esena aiai
de23333782cc05979f71afa6d17413be.wav,pergi takkan tengok apa makna musa wati nama terpulanglah tadisma,5.535,sakita akan tengok apa makna musa wainamatartulahuhazlisma,sakita akan tengok apa makna musa wainamatartulahuhazlisma,sasak dia ki ta akan tengok a pan mak anak amake muk sah sama amasa asa a as m kawat in nam man sh athar ru atul lah hurl ahar zar li sh marah hatan
9836ea4bbb6f4de776e347e4d902212f.wav,aku dah tahu kan,5.933,ariayak t aku dah tahu ka,aria ayak t aku dah tahu ka,hari yau amasa ahah hanh hanh hah h s s s s s s stam par nah kernana a hanti nah banyak tuh asaku aea a ku dah eta hun ekart lakunt
d239ce7eb6e0e2f74afd5d99ca2bdf37.wav,okey jadi terpanggil saya mengaku dulu pernah mengaku dan sekarang pun masih,4.632,jadi sebenarnya saya mengaku dulu bernah mengaku dan sekarang pun masih,jadi sebenarnya saya mengaku dulu bernah mengaku dan sekarang pun masih,sea mokena jan dik sebenarnya lk sa yan mengang kurhah seama alaha du luk bernah mengan kuhp dan seka rang epu n mak si hg mengan
e1af5ff56166103e6a4a89c90bba9414.wav,daripada penyeksaan dan kekejaman serta menjalin kehidupan,5.947,bebas daripada penyiksaan dan kekejaman serta menjalin kehidupan,bebas daripada penyiksaan dan kekejaman serta menjalin kehidupan,kae eae aben bangsat eda ri pa dak empe rnyi k sak an nandan aker ker ja mana memes seseri ntan men ejan liang kek ker hi du panain
c36ae9472c53b95ef51c151815889efb.wav,lepas tu roh roh datang daripada allah,5.385,lepas tu roh roh datang daripada allah,lepas tu roh roh datang daripada allah,ka a a a a akele pa s ituk roero oh kse se eae e este estero oh kse ese dan tang nea da ri pa ada aha akapal alah kakaia ananana
7903563d20e5a89da792930e0a7052ff.wav,baru saya nampak masya allah tu baru sebab ada kita yakin tak tersebut,5.663,baru saya nampak masya allah tawa sebab ada kita yang kita tersebut,baru saya nampak masya allah tawaa sebab ada kita yang kita tersebut,hoh aban ru sayan nam pak eman sya al lah atah wanra pang png asas ese bab tan dah akin tab amana anea a a anayang kin tab ater se but taketat
7e60df557996353d43e3225fc721d1e4.wav,sebenarnya menurut kajian dalam pendekatan ini ya tuan dan perempuan semua,5.558,sebenarnya menurut kajian dalam pendekatan ini tuan tanan perempuan semua,sebenarnya menurut kajian dalam pendekatan ini tuan tanan perempuan semua,ka a a a s s se benarnya menu rut kar ajian keke ka dan alam epen der ka tan daki nina yah etaham tanan perem puan se muah han
e8554210fcefb9107461dbb13ce423b0.wav,9th baikan 2063 baru boleh ada satu komputer yang boleh,6.251,tarabaik kan 2063 baru boleh ada satu komputer yang boleh,tarabaik kan 2063 baru boleh ada satu komputer yang boleh,sem mbil laine sa tar rakb a ba ike pepes sep beben kan dudu 0 0 160 0 e 3i g garh abah ruh bol leh sapan dah san tuh eko m epu t eter yang abol leh nhan
5c2cabb4e33e219d4947931414bf7057.wav,11 masak atau dah lebih kurang dalam 90.000 judul kitab judul bukannya buah,6.138,satu satu perstakaan tu ada lebih kurang dalam 1900 judul kitab judul bukannya buah,satu satu perustakaan tu ada lebih kurang dalam 19000 judul kitab judul bukannya buah,sasa sesa tup kese sesa tu peru setang katan tuk adan le bih kurang da lam 1 90 60 0 ori 0 0 uju dul le eki tab bur ju dul le meme bu kan nyak aea bu ah hanakasa
49127067c2ca2207b4c06ab1550b2f1c.wav,ataupun yang menggunakan gelang dah itu,6.388,ataupun zat yang mengqurniakan raudah itu,ataupun zat yang mengqurniakan raudah itu,a ase an a ta u pu n dese zarate aea aea anayang memeng kur r nia nr akan kerau da h di tuk aea eae aea aea aia aea aiai ataita aiai aiai aiai ataita
ec14f17a4048e78f68453d26c5d8c5ab.wav,kalau tengok kalau pihak tu mana tahu,5.267,apai kalau ore tihak kalau pihak tu mo manetai,apai kalau ore tihak kalau pihak tu mo manetai,seasama amatan pa nina ka lau on ring sese tin hak aea eae a a a a a a a a keka lau api hak ituna memandat manet tha i sekaean
16da1ac3158881979ce624c5558d20ec.wav,oleh mega686 tahun lagi sekali berlakon adalah bertingkat,6.021,oleh magal nintin sepentif salana lagi sekali berlakon adalah bertingkah,oleh magal nintin sepentif salan lagi sekali berlakon adalah bertingkah,betul meses sepol leih memain gayle en aint thine sher pern ti fe sasame ease eae es shaya u lainan la gi seka lik sese eber elak k o on sea da lah aber ting kahi
